global_index,avg_mem_grp_idx,layer_index,name,args,dp_args,input_#,output_#,Param_#,dp_index,pp_index,tp_index,opcode,target,layer_type,input_shape,output_shape,param_shape,kwargs,dtype_size,direction,avg_mem_grp_size,compute_density_ops
363,1,9,layer1_0_relu_1_1_0_fwd,"('layer1_0_bn2_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
364,1,10,layer1_0_conv3_1_0_fwd,"('layer1_0_relu_1_1_0_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.0.conv3,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
365,1,11,layer1_0_bn3_1_0_fwd,"('layer1_0_conv3_1_0_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
366,1,12,layer1_0_downsample_0_1_0_fwd,"('maxpool_1_0_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.0.downsample.0,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
367,1,13,layer1_0_downsample_1_1_0_fwd,"('layer1_0_downsample_0_1_0_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.downsample.1,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
368,1,14,add_1_0_fwd,"('layer1_0_bn3_1_0_fwd', 'layer1_0_downsample_1_1_0_fwd')",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],FWD,3211200,576000.0
369,1,15,layer1_0_relu_2_1_0_fwd,"('add_1_0_fwd',)",[],576000,576000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],FWD,3211200,2304000.0
370,1,16,layer1_1_conv1_1_0_fwd,"('layer1_0_relu_2_1_0_fwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.1.conv1,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],FWD,3211200,36864000.0
371,1,17,layer1_1_bn1_1_0_fwd,"('layer1_1_conv1_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
372,1,18,layer1_1_relu_1_0_fwd,"('layer1_1_bn1_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
373,1,19,layer1_1_conv2_1_0_fwd,"('layer1_1_relu_1_0_fwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.1.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],FWD,3211200,82944000.0
374,1,20,layer1_1_bn2_1_0_fwd,"('layer1_1_conv2_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
375,1,21,layer1_1_relu_1_1_0_fwd,"('layer1_1_bn2_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
376,1,22,layer1_1_conv3_1_0_fwd,"('layer1_1_relu_1_1_0_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.1.conv3,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
377,1,23,layer1_1_bn3_1_0_fwd,"('layer1_1_conv3_1_0_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.1.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
378,1,24,add_1_1_0_fwd,"('layer1_1_bn3_1_0_fwd', 'layer1_0_relu_2_1_0_fwd')",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],FWD,3211200,576000.0
379,1,25,layer1_1_relu_2_1_0_fwd,"('add_1_1_0_fwd',)",[],576000,576000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],FWD,3211200,2304000.0
380,1,26,layer1_2_conv1_1_0_fwd,"('layer1_1_relu_2_1_0_fwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.2.conv1,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],FWD,3211200,36864000.0
381,1,27,layer1_2_bn1_1_0_fwd,"('layer1_2_conv1_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
382,1,28,layer1_2_relu_1_0_fwd,"('layer1_2_bn1_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
383,1,29,layer1_2_conv2_1_0_fwd,"('layer1_2_relu_1_0_fwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.2.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],FWD,3211200,82944000.0
384,1,30,layer1_2_bn2_1_0_fwd,"('layer1_2_conv2_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
385,1,31,layer1_2_relu_1_1_0_fwd,"('layer1_2_bn2_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
386,1,32,layer1_2_conv3_1_0_fwd,"('layer1_2_relu_1_1_0_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.2.conv3,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
387,1,33,layer1_2_bn3_1_0_fwd,"('layer1_2_conv3_1_0_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.2.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
388,1,34,add_2_1_0_fwd,"('layer1_2_bn3_1_0_fwd', 'layer1_1_relu_2_1_0_fwd')",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],FWD,3211200,576000.0
389,1,35,layer1_2_relu_2_1_0_fwd,"('add_2_1_0_fwd',)",[],576000,576000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],FWD,3211200,2304000.0
390,1,36,layer2_0_conv1_1_0_fwd,"('layer1_2_relu_2_1_0_fwd',)",[],576000,81920,32768,0,0,0,call_module,layer2.0.conv1,Conv2d,"[10, 256, 15, 15]","[10, 128, 8, 8]","{'weight': torch.Size([128, 256, 1, 1])}",{},[4],FWD,3211200,20971520.0
391,1,37,layer2_0_bn1_1_0_fwd,"('layer2_0_conv1_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
392,1,38,layer2_0_relu_1_0_fwd,"('layer2_0_bn1_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
393,1,39,layer2_0_conv2_1_0_fwd,"('layer2_0_relu_1_0_fwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.0.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],FWD,3211200,94371840.0
394,1,40,layer2_0_bn2_1_0_fwd,"('layer2_0_conv2_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
395,1,41,layer2_0_relu_1_1_0_fwd,"('layer2_0_bn2_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
396,1,42,layer2_0_conv3_1_0_fwd,"('layer2_0_relu_1_1_0_fwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.0.conv3,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],FWD,3211200,41943040.0
397,1,43,layer2_0_bn3_1_0_fwd,"('layer2_0_conv3_1_0_fwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3211200,5902336.0
398,1,44,layer2_0_downsample_0_1_0_fwd,"('layer1_2_relu_2_1_0_fwd',)",[],576000,327680,131072,0,0,0,call_module,layer2.0.downsample.0,Conv2d,"[10, 256, 15, 15]","[10, 512, 8, 8]","{'weight': torch.Size([512, 256, 1, 1])}",{},[4],FWD,3211200,83886080.0
399,1,45,layer2_0_downsample_1_1_0_fwd,"('layer2_0_downsample_0_1_0_fwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.downsample.1,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3211200,5902336.0
400,1,46,add_3_1_0_fwd,"('layer2_0_bn3_1_0_fwd', 'layer2_0_downsample_1_1_0_fwd')",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],FWD,3211200,327680.0
401,1,47,layer2_0_relu_2_1_0_fwd,"('add_3_1_0_fwd',)",[],327680,327680,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],FWD,3211200,1310720.0
402,1,48,layer2_1_conv1_1_0_fwd,"('layer2_0_relu_2_1_0_fwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.1.conv1,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],FWD,3211200,41943040.0
403,1,49,layer2_1_bn1_1_0_fwd,"('layer2_1_conv1_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
404,1,50,layer2_1_relu_1_0_fwd,"('layer2_1_bn1_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
405,1,51,layer2_1_conv2_1_0_fwd,"('layer2_1_relu_1_0_fwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.1.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],FWD,3211200,94371840.0
406,1,52,layer2_1_bn2_1_0_fwd,"('layer2_1_conv2_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
407,1,53,layer2_1_relu_1_1_0_fwd,"('layer2_1_bn2_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
408,1,54,layer2_1_conv3_1_0_fwd,"('layer2_1_relu_1_1_0_fwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.1.conv3,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],FWD,3211200,41943040.0
409,1,55,layer2_1_bn3_1_0_fwd,"('layer2_1_conv3_1_0_fwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.1.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3211200,5902336.0
410,1,56,add_4_1_0_fwd,"('layer2_1_bn3_1_0_fwd', 'layer2_0_relu_2_1_0_fwd')",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],FWD,3211200,327680.0
411,1,57,layer2_1_relu_2_1_0_fwd,"('add_4_1_0_fwd',)",[],327680,327680,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],FWD,3211200,1310720.0
412,1,58,layer2_2_conv1_1_0_fwd,"('layer2_1_relu_2_1_0_fwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.2.conv1,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],FWD,3211200,41943040.0
413,1,59,layer2_2_bn1_1_0_fwd,"('layer2_2_conv1_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
414,1,60,layer2_2_relu_1_0_fwd,"('layer2_2_bn1_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
415,1,61,layer2_2_conv2_1_0_fwd,"('layer2_2_relu_1_0_fwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.2.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],FWD,3211200,94371840.0
416,1,62,layer2_2_bn2_1_0_fwd,"('layer2_2_conv2_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
417,1,63,layer2_2_relu_1_1_0_fwd,"('layer2_2_bn2_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
418,1,64,layer2_2_conv3_1_0_fwd,"('layer2_2_relu_1_1_0_fwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.2.conv3,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],FWD,3211200,41943040.0
419,1,65,layer2_2_bn3_1_0_fwd,"('layer2_2_conv3_1_0_fwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.2.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3211200,5902336.0
420,1,66,add_5_1_0_fwd,"('layer2_2_bn3_1_0_fwd', 'layer2_1_relu_2_1_0_fwd')",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],FWD,3211200,327680.0
421,1,67,layer2_2_relu_2_1_0_fwd,"('add_5_1_0_fwd',)",[],327680,327680,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],FWD,3211200,1310720.0
422,1,68,layer2_3_conv1_1_0_fwd,"('layer2_2_relu_2_1_0_fwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.3.conv1,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],FWD,3211200,41943040.0
423,1,69,layer2_3_bn1_1_0_fwd,"('layer2_3_conv1_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
424,1,70,layer2_3_relu_1_0_fwd,"('layer2_3_bn1_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
425,1,71,layer2_3_conv2_1_0_fwd,"('layer2_3_relu_1_0_fwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.3.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],FWD,3211200,94371840.0
426,1,72,layer2_3_bn2_1_0_fwd,"('layer2_3_conv2_1_0_fwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],FWD,3211200,1475584.0
427,1,73,layer2_3_relu_1_1_0_fwd,"('layer2_3_bn2_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],FWD,3211200,327680.0
428,1,74,layer2_3_conv3_1_0_fwd,"('layer2_3_relu_1_1_0_fwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.3.conv3,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],FWD,3211200,41943040.0
429,1,75,layer2_3_bn3_1_0_fwd,"('layer2_3_conv3_1_0_fwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.3.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3211200,5902336.0
430,1,76,add_6_1_0_fwd,"('layer2_3_bn3_1_0_fwd', 'layer2_2_relu_2_1_0_fwd')",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],FWD,3211200,327680.0
431,1,77,layer2_3_relu_2_1_0_fwd,"('add_6_1_0_fwd',)",[],327680,327680,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],FWD,3211200,1310720.0
432,1,78,layer3_0_conv1_1_0_fwd,"('layer2_3_relu_2_1_0_fwd',)",[],327680,40960,131072,0,0,0,call_module,layer3.0.conv1,Conv2d,"[10, 512, 8, 8]","[10, 256, 4, 4]","{'weight': torch.Size([256, 512, 1, 1])}",{},[4],FWD,3211200,20971520.0
433,1,79,layer3_0_bn1_1_0_fwd,"('layer3_0_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,739328.0
434,1,80,layer3_0_relu_1_0_fwd,"('layer3_0_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3211200,163840.0
435,1,81,layer3_0_conv2_1_0_fwd,"('layer3_0_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.0.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,3211200,94371840.0
436,1,82,layer3_0_bn2_1_0_fwd,"('layer3_0_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,739328.0
437,1,83,layer3_0_relu_1_1_0_fwd,"('layer3_0_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3211200,163840.0
438,1,84,layer3_0_conv3_1_0_fwd,"('layer3_0_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.0.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,3211200,41943040.0
439,1,85,layer3_0_bn3_1_0_fwd,"('layer3_0_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.0.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,3211200,2957312.0
440,1,86,layer3_0_downsample_0_1_0_fwd,"('layer2_3_relu_2_1_0_fwd',)",[],327680,163840,524288,0,0,0,call_module,layer3.0.downsample.0,Conv2d,"[10, 512, 8, 8]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 512, 1, 1])}",{},[4],FWD,3211200,83886080.0
441,1,87,layer3_0_downsample_1_1_0_fwd,"('layer3_0_downsample_0_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.0.downsample.1,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,3211200,2957312.0
442,1,88,add_7_1_0_fwd,"('layer3_0_bn3_1_0_fwd', 'layer3_0_downsample_1_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,3211200,163840.0
443,1,89,layer3_0_relu_2_1_0_fwd,"('add_7_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,3211200,655360.0
444,1,90,layer3_1_conv1_1_0_fwd,"('layer3_0_relu_2_1_0_fwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.1.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],FWD,3211200,41943040.0
445,1,91,layer3_1_bn1_1_0_fwd,"('layer3_1_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.1.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,739328.0
446,1,92,layer3_1_relu_1_0_fwd,"('layer3_1_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3211200,163840.0
447,2,93,layer3_1_conv2_1_0_fwd,"('layer3_1_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.1.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,3351552,94371840.0
448,2,94,layer3_1_bn2_1_0_fwd,"('layer3_1_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.1.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
449,2,95,layer3_1_relu_1_1_0_fwd,"('layer3_1_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
450,2,96,layer3_1_conv3_1_0_fwd,"('layer3_1_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.1.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,3351552,41943040.0
451,2,97,layer3_1_bn3_1_0_fwd,"('layer3_1_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.1.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,3351552,2957312.0
452,2,98,add_8_1_0_fwd,"('layer3_1_bn3_1_0_fwd', 'layer3_0_relu_2_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,3351552,163840.0
453,2,99,layer3_1_relu_2_1_0_fwd,"('add_8_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,3351552,655360.0
454,2,100,layer3_2_conv1_1_0_fwd,"('layer3_1_relu_2_1_0_fwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.2.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],FWD,3351552,41943040.0
455,2,101,layer3_2_bn1_1_0_fwd,"('layer3_2_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.2.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
456,2,102,layer3_2_relu_1_0_fwd,"('layer3_2_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
